Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Africa,Kenya,Food,Offline,Medium,2023-06-01,776379,2023-06-18,185,260.37,172.02,48168.45,31823.7,16344.75
Asia,India,Clothing,Online,Medium,2021-05-02,867957,2021-05-10,1,349.29,191.08,349.29,191.08,158.21
North America,Canada,Electronics,Offline,High,2022-11-14,880301,2022-11-23,387,40.54,34.94,15688.98,13521.78,2167.2
Asia,China,Clothing,Offline,Critical,2020-03-23,742837,2020-04-08,359,427.29,253.11,153397.11,90866.49,62530.62
North America,Mexico,Clothing,Offline,Low,2022-02-19,244013,2022-03-06,492,312.66,264.89,153828.72,130325.88,23502.84
South America,Argentina,Office Supplies,Online,High,2023-05-11,419403,2023-05-18,72,11.79,7.43,848.88,534.96,313.92
Europe,Germany,Office Supplies,Online,Medium,2020-09-29,422543,2020-10-08,122,260.95,160.19,31835.9,19543.18,12292.72
Africa,Egypt,Electronics,Offline,Critical,2022-02-21,714531,2022-03-07,342,86.49,57.84,29579.58,19781.28,9798.3
North America,Mexico,Clothing,Online,High,2022-08-10,116424,2022-08-18,163,409.1,227.12,66683.3,37020.56,29662.74
Europe,Italy,Food,Offline,Low,2022-03-01,809051,2022-03-12,387,193.1,167.36,74729.7,64768.32,9961.38
North America,Mexico,Electronics,Offline,Low,2021-02-23,638179,2021-03-14,482,213.41,177.73,102863.62,85665.86,17197.76
Europe,Germany,Beverages,Online,Low,2022-02-11,777975,2022-03-01,367,312.12,214.29,114548.04,78644.43,35903.61
North America,Mexico,Food,Online,Low,2023-10-28,474452,2023-11-16,177,119.0,93.26,21063.0,16507.02,4555.98
South America,Chile,Food,Offline,Medium,2023-11-21,847683,2023-11-25,75,61.8,39.99,4635.0,2999.25,1635.75
Asia,India,Food,Online,Low,2020-03-25,975376,2020-04-03,57,208.64,130.84,11892.48,7457.88,4434.6
Europe,UK,Food,Offline,Low,2022-06-29,633668,2022-07-15,206,437.83,243.95,90192.98,50253.7,39939.28
North America,USA,Food,Offline,Medium,2021-08-08,216877,2021-08-21,128,382.74,278.53,48990.72,35651.84,13338.88
Africa,Nigeria,Beverages,Offline,Low,2020-07-04,777764,2020-07-12,473,180.9,100.11,85565.7,47352.03,38213.67
North America,Mexico,Beverages,Offline,Low,2020-02-01,738260,2020-02-16,82,249.25,138.73,20438.5,11375.86,9062.64
North America,Mexico,Beverages,Offline,High,2022-08-28,186587,2022-09-07,363,211.68,166.24,76839.84,60345.12,16494.72
Asia,Japan,Beverages,Offline,Critical,2020-01-29,376955,2020-02-05,416,461.51,290.78,191988.16,120964.48,71023.68
South America,Brazil,Electronics,Online,Medium,2020-08-07,922933,2020-08-27,300,456.68,295.2,137004.0,88560.0,48444.0
Australia,Australia,Electronics,Online,High,2023-01-08,964777,2023-01-11,240,424.41,304.76,101858.4,73142.4,28716.0
South America,Colombia,Furniture,Online,High,2023-10-18,300786,2023-10-27,280,293.03,200.41,82048.4,56114.8,25933.6
Africa,South Africa,Clothing,Online,Low,2022-06-07,873705,2022-06-26,182,423.37,341.06,77053.34,62072.92,14980.42
Australia,Australia,Clothing,Offline,Medium,2023-09-20,640962,2023-10-05,251,346.74,268.68,87031.74,67438.68,19593.06
Africa,South Africa,Beverages,Online,Low,2020-06-08,304453,2020-06-10,155,110.95,79.82,17197.25,12372.1,4825.15
Asia,China,Clothing,Offline,Critical,2022-11-30,709845,2022-12-16,99,306.81,257.26,30374.19,25468.74,4905.45
Australia,New Zealand,Beverages,Offline,Low,2020-02-28,103086,2020-03-07,411,84.56,48.52,34754.16,19941.72,14812.44
Australia,New Zealand,Clothing,Offline,Medium,2022-05-22,731312,2022-05-28,169,39.04,25.19,6597.76,4257.11,2340.65
Europe,UK,Furniture,Offline,High,2021-06-05,388490,2021-06-14,277,5.98,4.91,1656.46,1360.07,296.39
South America,Colombia,Electronics,Online,Low,2023-09-15,950741,2023-09-23,184,176.13,90.07,32407.92,16572.88,15835.04
South America,Colombia,Food,Online,High,2023-12-17,288612,2023-12-29,427,147.92,105.3,63161.84,44963.1,18198.74
Asia,South Korea,Food,Offline,Medium,2023-09-30,666969,2023-10-04,262,184.15,139.92,48247.3,36659.04,11588.26
Europe,UK,Beverages,Offline,Low,2022-09-26,129751,2022-10-08,108,265.53,205.46,28677.24,22189.68,6487.56
South America,Chile,Beverages,Offline,Medium,2022-12-16,189922,2023-01-02,274,96.29,56.13,26383.46,15379.62,11003.84
Africa,Nigeria,Clothing,Offline,Critical,2023-03-28,183719,2023-04-16,293,382.53,309.02,112081.29,90542.86,21538.43
Europe,Germany,Food,Offline,High,2023-05-10,289676,2023-05-13,104,468.69,268.6,48743.76,27934.4,20809.36
Africa,Nigeria,Food,Online,High,2022-09-12,190841,2022-09-26,494,241.11,153.08,119108.34,75621.52,43486.82
Asia,India,Clothing,Online,Medium,2022-11-21,716649,2022-12-06,275,296.32,165.61,81488.0,45542.75,35945.25
Asia,China,Beverages,Online,Medium,2020-01-30,457766,2020-02-03,213,402.35,279.57,85700.55,59548.41,26152.14
North America,USA,Office Supplies,Online,Medium,2023-01-20,426200,2023-02-07,229,16.34,8.42,3741.86,1928.18,1813.68
North America,USA,Furniture,Offline,Critical,2022-11-30,164465,2022-12-03,323,44.64,23.28,14418.72,7519.44,6899.28
Asia,Japan,Furniture,Offline,High,2023-12-15,591925,2023-12-17,275,80.82,53.15,22225.5,14616.25,7609.25
North America,Mexico,Food,Offline,Critical,2020-10-10,986292,2020-10-14,353,368.16,321.29,129960.48,113415.37,16545.11
Australia,Australia,Furniture,Online,High,2022-04-13,250727,2022-05-02,441,97.29,52.76,42904.89,23267.16,19637.73
Asia,Japan,Beverages,Offline,Low,2020-07-21,135942,2020-08-03,347,86.01,72.96,29845.47,25317.12,4528.35
North America,USA,Clothing,Offline,High,2023-12-12,639356,2023-12-27,278,480.28,311.46,133517.84,86585.88,46931.96
Asia,China,Food,Online,Medium,2022-11-28,493857,2022-12-10,443,78.79,69.13,34903.97,30624.59,4279.38
Australia,Australia,Food,Online,Medium,2022-07-10,651472,2022-07-17,91,370.18,244.95,33686.38,22290.45,11395.93
Australia,New Zealand,Electronics,Online,Critical,2022-12-29,434447,2023-01-04,38,198.66,140.14,7549.08,5325.32,2223.76
Australia,New Zealand,Office Supplies,Online,High,2020-01-31,615569,2020-02-12,157,383.07,250.17,60141.99,39276.69,20865.3
Australia,New Zealand,Clothing,Online,Low,2023-02-25,860882,2023-03-17,309,155.4,102.3,48018.6,31610.7,16407.9
Europe,UK,Electronics,Offline,Critical,2023-07-21,535915,2023-07-27,478,201.97,148.01,96541.66,70748.78,25792.88
South America,Chile,Beverages,Online,High,2021-11-27,826235,2021-12-01,380,328.56,226.02,124852.8,85887.6,38965.2
Australia,Australia,Food,Online,Low,2020-01-30,818124,2020-02-07,234,372.61,258.93,87190.74,60589.62,26601.12
Africa,Nigeria,Clothing,Online,Medium,2020-10-11,123686,2020-10-22,493,152.63,126.31,75246.59,62270.83,12975.76
South America,Chile,Clothing,Offline,Critical,2020-04-19,928558,2020-04-24,115,425.98,249.76,48987.7,28722.4,20265.3
Africa,Egypt,Clothing,Offline,Medium,2022-07-16,513253,2022-07-30,469,364.41,191.72,170908.29,89916.68,80991.61
Australia,New Zealand,Clothing,Online,Low,2023-07-04,176208,2023-07-12,398,87.43,68.14,34797.14,27119.72,7677.42
Europe,Italy,Office Supplies,Offline,Critical,2020-09-03,131858,2020-09-16,416,253.25,163.27,105352.0,67920.32,37431.68
Asia,Japan,Food,Offline,High,2020-08-01,793818,2020-08-08,460,291.62,164.71,134145.2,75766.6,58378.6
Europe,Italy,Clothing,Offline,High,2022-11-28,630631,2022-12-10,252,261.25,206.4,65835.0,52012.8,13822.2
South America,Argentina,Clothing,Offline,Low,2021-01-21,683663,2021-01-31,360,82.12,55.63,29563.2,20026.8,9536.4
North America,Canada,Electronics,Online,High,2020-03-04,765296,2020-03-06,201,274.2,201.48,55114.2,40497.48,14616.72
Europe,Italy,Office Supplies,Online,Critical,2022-09-05,767463,2022-09-21,281,84.67,53.93,23792.27,15154.33,8637.94
North America,Mexico,Beverages,Offline,Low,2023-04-11,910122,2023-04-25,128,18.75,10.07,2400.0,1288.96,1111.04
South America,Chile,Electronics,Offline,Critical,2023-04-14,281043,2023-04-21,25,441.5,345.22,11037.5,8630.5,2407.0
Asia,Indonesia,Beverages,Offline,Medium,2021-05-09,663141,2021-05-22,384,220.35,163.57,84614.4,62810.88,21803.52
Africa,Kenya,Furniture,Online,High,2021-10-28,113671,2021-11-01,444,494.68,337.83,219637.92,149996.52,69641.4
Africa,Nigeria,Office Supplies,Online,High,2022-05-31,760720,2022-06-03,305,117.82,89.6,35935.1,27328.0,8607.1
Asia,Indonesia,Clothing,Online,Critical,2023-06-22,446682,2023-07-07,9,92.84,78.1,835.56,702.9,132.66
Australia,New Zealand,Beverages,Offline,Low,2021-04-25,720929,2021-05-14,107,98.6,71.35,10550.2,7634.45,2915.75
Africa,Egypt,Furniture,Offline,Critical,2021-08-08,322972,2021-08-13,110,358.94,237.6,39483.4,26136.0,13347.4
Australia,New Zealand,Beverages,Offline,Low,2023-05-14,746320,2023-05-19,278,330.17,179.82,91787.26,49989.96,41797.3
Australia,Australia,Beverages,Online,Low,2020-07-13,984129,2020-07-30,337,308.41,173.41,103934.17,58439.17,45495.0
Asia,Indonesia,Clothing,Offline,High,2021-06-13,399678,2021-06-28,239,99.65,77.32,23816.35,18479.48,5336.87
Australia,New Zealand,Beverages,Offline,High,2023-03-10,400994,2023-03-25,232,375.97,225.49,87225.04,52313.68,34911.36
Africa,Egypt,Clothing,Online,High,2022-01-13,601170,2022-01-17,158,342.23,220.15,54072.34,34783.7,19288.64
Africa,Egypt,Food,Offline,Medium,2023-07-15,649373,2023-07-31,440,63.66,42.84,28010.4,18849.6,9160.8
South America,Colombia,Furniture,Offline,Medium,2021-04-12,912254,2021-05-01,80,230.16,156.65,18412.8,12532.0,5880.8
Australia,Australia,Beverages,Online,Critical,2022-06-11,370272,2022-06-18,115,468.8,298.1,53912.0,34281.5,19630.5
Asia,China,Food,Offline,Critical,2021-06-28,602008,2021-07-05,14,141.98,101.17,1987.72,1416.38,571.34
Asia,India,Office Supplies,Online,High,2020-05-20,555491,2020-05-31,355,268.48,233.61,95310.4,82931.55,12378.85
Australia,Australia,Furniture,Offline,High,2022-11-12,504952,2022-11-19,374,24.9,21.49,9312.6,8037.26,1275.34
South America,Colombia,Beverages,Offline,Critical,2023-02-22,132306,2023-02-26,236,283.75,229.64,66965.0,54195.04,12769.96
Asia,Indonesia,Office Supplies,Offline,High,2021-12-23,138425,2021-12-28,314,138.31,102.52,43429.34,32191.28,11238.06
Asia,India,Clothing,Online,High,2023-03-06,302748,2023-03-23,274,53.6,48.05,14686.4,13165.7,1520.7
Asia,China,Office Supplies,Offline,Medium,2022-10-20,945801,2022-10-22,390,110.34,67.03,43032.6,26141.7,16890.9
Africa,Kenya,Furniture,Offline,High,2020-02-08,176434,2020-02-26,83,182.17,101.81,15120.11,8450.23,6669.88
Australia,Australia,Office Supplies,Online,Critical,2023-03-12,687650,2023-03-29,263,296.5,183.84,77979.5,48349.92,29629.58
Africa,Egypt,Food,Offline,Critical,2023-09-14,417685,2023-09-28,34,399.38,344.3,13578.92,11706.2,1872.72
North America,Canada,Office Supplies,Online,Critical,2023-02-26,729361,2023-03-16,391,399.8,345.01,156321.8,134898.91,21422.89
North America,Canada,Furniture,Online,Critical,2020-10-16,709048,2020-10-30,415,323.07,194.7,134074.05,80800.5,53273.55
North America,Mexico,Office Supplies,Online,Critical,2021-01-19,198546,2021-02-03,393,433.46,292.68,170349.78,115023.24,55326.54
South America,Argentina,Furniture,Online,Critical,2020-11-15,193508,2020-12-02,221,342.42,271.26,75674.82,59948.46,15726.36
Africa,Nigeria,Food,Offline,High,2023-09-29,594929,2023-10-17,480,98.13,49.85,47102.4,23928.0,23174.4
Europe,Spain,Electronics,Offline,Critical,2023-04-28,329219,2023-05-15,311,183.49,108.27,57065.39,33671.97,23393.42
Australia,Australia,Furniture,Offline,Low,2020-05-15,974041,2020-05-31,88,123.51,81.15,10868.88,7141.2,3727.68
Europe,France,Furniture,Offline,High,2022-05-25,709348,2022-06-05,198,454.73,299.57,90036.54,59314.86,30721.68
Australia,Australia,Office Supplies,Online,Critical,2020-06-17,261951,2020-06-22,322,455.58,354.54,146696.76,114161.88,32534.88
Asia,Indonesia,Furniture,Offline,High,2021-08-06,121873,2021-08-19,329,355.32,312.57,116900.28,102835.53,14064.75
Europe,Spain,Electronics,Online,Low,2021-11-06,634086,2021-11-13,415,491.72,404.07,204063.8,167689.05,36374.75
Asia,South Korea,Clothing,Offline,Critical,2020-08-19,269787,2020-08-25,23,305.64,259.06,7029.72,5958.38,1071.34
Asia,Indonesia,Clothing,Offline,Critical,2023-05-19,108856,2023-05-26,473,146.75,111.65,69412.75,52810.45,16602.3
Africa,Kenya,Furniture,Offline,Low,2022-03-04,876404,2022-03-22,255,446.19,335.46,113778.45,85542.3,28236.15
Australia,Australia,Food,Offline,Critical,2020-04-27,288426,2020-05-12,252,368.67,212.36,92904.84,53514.72,39390.12
South America,Chile,Electronics,Offline,Medium,2021-09-19,394829,2021-09-22,352,420.29,350.72,147942.08,123453.44,24488.64
Asia,China,Beverages,Offline,Medium,2020-06-02,920375,2020-06-05,136,101.15,69.59,13756.4,9464.24,4292.16
Africa,Egypt,Electronics,Offline,Low,2021-07-09,129181,2021-07-22,284,412.03,359.69,117016.52,102151.96,14864.56
Africa,Egypt,Office Supplies,Offline,Critical,2021-09-14,468860,2021-09-18,387,29.57,20.59,11443.59,7968.33,3475.26
Australia,Australia,Office Supplies,Offline,Medium,2023-03-21,288972,2023-03-30,496,277.34,199.13,137560.64,98768.48,38792.16
Asia,China,Food,Offline,Medium,2021-05-16,549607,2021-06-04,349,222.77,157.56,77746.73,54988.44,22758.29
Australia,Australia,Electronics,Online,Low,2022-12-29,189996,2023-01-04,324,190.44,115.91,61702.56,37554.84,24147.72
Asia,South Korea,Beverages,Offline,Critical,2023-12-23,881617,2024-01-12,95,202.22,180.51,19210.9,17148.45,2062.45
Europe,Spain,Food,Online,High,2021-10-26,912445,2021-11-09,187,78.81,46.93,14737.47,8775.91,5961.56
North America,Mexico,Office Supplies,Offline,Critical,2021-04-20,277338,2021-05-09,334,437.75,226.56,146208.5,75671.04,70537.46
Europe,France,Beverages,Offline,High,2023-08-23,202812,2023-09-10,491,220.59,168.74,108309.69,82851.34,25458.35
Africa,Kenya,Beverages,Offline,Low,2022-02-09,467179,2022-02-11,331,209.68,174.8,69404.08,57858.8,11545.28
Europe,Italy,Office Supplies,Online,Low,2021-10-30,483896,2021-11-14,136,355.52,222.8,48350.72,30300.8,18049.92
South America,Colombia,Clothing,Online,Medium,2020-01-06,131127,2020-01-16,472,464.31,364.02,219154.32,171817.44,47336.88
Europe,Italy,Furniture,Online,Low,2022-06-14,362959,2022-06-27,211,403.77,302.96,85195.47,63924.56,21270.91
Europe,France,Furniture,Offline,Medium,2022-07-29,699647,2022-08-06,392,134.32,73.31,52653.44,28737.52,23915.92
Africa,South Africa,Furniture,Online,Low,2020-06-19,896521,2020-06-23,150,242.3,160.5,36345.0,24075.0,12270.0
Asia,Indonesia,Electronics,Online,Critical,2020-02-21,254221,2020-03-10,258,77.37,42.57,19961.46,10983.06,8978.4
North America,Canada,Beverages,Offline,Critical,2023-02-27,568580,2023-03-11,216,31.62,25.81,6829.92,5574.96,1254.96
Asia,Japan,Food,Online,High,2020-03-17,121733,2020-03-23,398,79.99,57.31,31836.02,22809.38,9026.64
Europe,Italy,Furniture,Offline,Critical,2020-07-14,398000,2020-07-24,456,59.98,45.43,27350.88,20716.08,6634.8
North America,USA,Office Supplies,Online,Medium,2023-06-22,433817,2023-07-04,50,101.41,89.36,5070.5,4468.0,602.5
South America,Chile,Furniture,Online,Medium,2020-08-10,145658,2020-08-26,110,398.4,289.0,43824.0,31790.0,12034.0
Australia,New Zealand,Beverages,Offline,Medium,2023-05-19,422827,2023-06-07,174,87.99,51.92,15310.26,9034.08,6276.18
Africa,Kenya,Electronics,Online,Medium,2023-11-25,589681,2023-12-10,295,240.15,144.27,70844.25,42559.65,28284.6
Australia,New Zealand,Beverages,Online,Medium,2023-08-12,995029,2023-08-14,489,397.6,217.5,194426.4,106357.5,88068.9
Australia,Australia,Office Supplies,Online,Medium,2020-06-21,644704,2020-07-05,21,70.87,59.18,1488.27,1242.78,245.49
Australia,New Zealand,Furniture,Online,Critical,2021-08-21,445629,2021-09-04,194,137.13,117.39,26603.22,22773.66,3829.56
Africa,Kenya,Clothing,Online,Critical,2021-06-21,377134,2021-06-26,402,352.69,182.16,141781.38,73228.32,68553.06
Asia,Japan,Beverages,Online,Medium,2023-11-21,137661,2023-11-26,101,205.46,126.15,20751.46,12741.15,8010.31
Asia,South Korea,Furniture,Online,Medium,2020-12-19,109702,2020-12-23,359,105.9,84.29,38018.1,30260.11,7757.99
Australia,New Zealand,Food,Offline,Critical,2020-01-12,618754,2020-01-23,254,180.16,136.03,45760.64,34551.62,11209.02
Europe,Spain,Office Supplies,Online,Low,2020-04-29,840010,2020-05-12,9,131.44,99.16,1182.96,892.44,290.52
Europe,Spain,Clothing,Offline,Critical,2021-01-04,830610,2021-01-22,324,370.45,237.45,120025.8,76933.8,43092.0
North America,Mexico,Clothing,Online,Low,2021-04-16,921084,2021-05-06,306,61.84,42.94,18923.04,13139.64,5783.4
Asia,South Korea,Food,Online,Medium,2022-04-25,554898,2022-05-03,214,123.5,80.52,26429.0,17231.28,9197.72
Australia,Australia,Electronics,Online,Medium,2022-07-13,926498,2022-07-18,279,479.75,246.21,133850.25,68692.59,65157.66
North America,Canada,Furniture,Offline,Low,2020-05-15,159695,2020-05-25,261,135.96,93.99,35485.56,24531.39,10954.17
South America,Colombia,Beverages,Online,Low,2023-09-25,199651,2023-10-09,238,49.23,36.93,11716.74,8789.34,2927.4
Australia,New Zealand,Office Supplies,Online,High,2020-02-16,685558,2020-02-26,348,23.28,19.76,8101.44,6876.48,1224.96
Europe,Italy,Beverages,Online,Low,2023-08-08,451769,2023-08-27,263,461.71,388.59,121429.73,102199.17,19230.56
Asia,India,Beverages,Online,High,2022-04-11,178677,2022-04-18,403,281.17,157.95,113311.51,63653.85,49657.66
North America,Canada,Office Supplies,Offline,Critical,2021-09-08,186582,2021-09-27,185,243.77,190.2,45097.45,35187.0,9910.45
Europe,Italy,Clothing,Online,Medium,2023-01-31,934501,2023-02-17,6,119.11,84.32,714.66,505.92,208.74
Africa,Nigeria,Furniture,Online,Low,2020-09-30,836766,2020-10-16,242,44.76,37.86,10831.92,9162.12,1669.8
South America,Colombia,Electronics,Online,Critical,2022-12-27,100396,2022-12-30,354,99.29,57.67,35148.66,20415.18,14733.48
Europe,Germany,Office Supplies,Online,High,2023-11-10,565261,2023-11-16,257,451.1,261.58,115932.7,67226.06,48706.64
Asia,Indonesia,Office Supplies,Online,Medium,2023-01-29,954197,2023-02-02,124,176.73,105.54,21914.52,13086.96,8827.56
Africa,Egypt,Food,Offline,High,2021-03-01,479446,2021-03-05,390,31.02,19.14,12097.8,7464.6,4633.2
Europe,Italy,Furniture,Offline,Low,2022-08-24,946473,2022-08-30,11,67.37,57.55,741.07,633.05,108.02
Africa,South Africa,Clothing,Online,Medium,2022-04-15,655653,2022-04-25,242,416.44,212.67,100778.48,51466.14,49312.34
North America,Canada,Food,Online,Low,2023-07-25,710181,2023-08-02,348,323.56,271.11,112598.88,94346.28,18252.6
North America,Mexico,Furniture,Offline,Medium,2023-06-22,790560,2023-07-05,68,116.25,84.1,7905.0,5718.8,2186.2
Australia,New Zealand,Furniture,Online,Low,2023-06-06,468623,2023-06-10,209,299.14,156.97,62520.26,32806.73,29713.53
Europe,Spain,Furniture,Offline,Low,2020-01-27,168660,2020-02-08,461,65.08,39.33,30001.88,18131.13,11870.75
South America,Colombia,Clothing,Offline,Critical,2022-03-22,151394,2022-04-03,78,379.93,304.27,29634.54,23733.06,5901.48
Europe,UK,Electronics,Offline,High,2023-09-24,585484,2023-10-10,343,474.38,417.63,162712.34,143247.09,19465.25
Africa,Nigeria,Office Supplies,Offline,Medium,2021-07-17,413782,2021-07-24,453,290.9,201.79,131777.7,91410.87,40366.83
Europe,Spain,Food,Offline,Medium,2020-02-01,398207,2020-02-05,496,287.71,172.51,142704.16,85564.96,57139.2
South America,Colombia,Food,Offline,Low,2021-06-16,144234,2021-06-22,80,318.51,280.38,25480.8,22430.4,3050.4
North America,Mexico,Clothing,Online,Low,2022-01-25,103185,2022-02-07,64,42.35,24.36,2710.4,1559.04,1151.36
Europe,France,Electronics,Offline,High,2022-06-03,834337,2022-06-12,137,196.24,139.01,26884.88,19044.37,7840.51
Asia,India,Electronics,Online,High,2020-07-06,466123,2020-07-20,254,135.15,81.76,34328.1,20767.04,13561.06
Australia,Australia,Beverages,Online,High,2020-09-05,287072,2020-09-16,57,135.87,115.91,7744.59,6606.87,1137.72
North America,Mexico,Food,Online,Medium,2021-12-09,918754,2021-12-20,65,67.4,46.74,4381.0,3038.1,1342.9
Asia,India,Food,Offline,Low,2021-08-29,791650,2021-09-16,42,136.78,70.55,5744.76,2963.1,2781.66
Europe,Italy,Office Supplies,Offline,Low,2022-08-20,362374,2022-08-22,291,51.54,45.09,14998.14,13121.19,1876.95
Australia,Australia,Furniture,Online,Medium,2021-03-08,898063,2021-03-13,446,276.11,211.31,123145.06,94244.26,28900.8
